,ticketid,subject,description,status_idup,priority_idup,user_id,created_at,Category,application_name,assigned_to,Resolution_notes,Resolution_code,resolved_date,resolution_notes_ITSM,resolved_by
790,791.0,erp crash,erp crash,5,1,1,22-11-2022 01:30,Crash,ERP,raghav_it,,47.0,07-12-2022 01:40,,
791,792.0,outlook crashing,outlook crashing,3,1,6,23-11-2022 01:30,Crash,Outlook,raghav_it,,48.0,07-12-2022 22:48,Check the server connection.,raghav_it
792,793.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,05-11-2022 00:00,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,1.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,aditya
793,794.0,visual studio code,visual studio code licence expired,3,1,2,05-11-2022 12:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,2.0,07-12-2022 00:55,Renew license,
794,795.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,15-11-2022 00:00,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
795,796.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,16-11-2022 00:00,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
796,797.0,login issue,Unable to login as it shows incorrect login details,2,1,5,17-11-2022 12:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
955,902.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,21-01-2023 01:30,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,1.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,aditya
956,903.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,20-01-2023 01:30,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,1.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,aditya
957,904.0,visual studio code,visual studio code licence expired,3,1,2,21-01-2023 01:30,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,2.0,07-12-2022 00:55,Renew license,
958,905.0,visual studio code,visual studio code licence expired,3,1,2,13-01-2023 00:00,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,2.0,07-12-2022 00:55,Renew license,
959,906.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,14-01-2023 00:00,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
960,907.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,01-01-2023 00:00,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
961,908.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,02-01-2023 00:00,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
962,909.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,03-01-2023 00:00,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
973,920.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,14-01-2023 00:00,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,Akash
974,921.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,15-01-2023 00:00,Login,Skype,,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,Akash
975,922.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,16-01-2023 00:00,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,Akash
976,923.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,17-01-2023 00:00,Configuration,Outlook,,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,Akash
977,924.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,1,6,18-01-2023 00:00,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,aditya
978,925.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,1,6,19-01-2023 00:00,Report,Engineering_tool,,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,aditya
979,926.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,20-01-2023 00:00,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
980,927.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,21-01-2023 00:00,Page_not_load,Hr_tool,,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
981,928.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,1,4,22-01-2023 00:00,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",Akash
982,929.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,1,4,23-01-2023 00:00,Login,Outlook,,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",Akash
994,941.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,03-10-2022 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,aditya
995,942.0,visual studio code,visual studio code licence expired,3,1,2,04-10-2022 00:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
996,943.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,05-10-2022 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
997,944.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,06-10-2022 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1003,950.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,12-10-2022 00:45,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,34.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,Akash
1004,951.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,13-10-2022 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,35.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,Akash
1006,953.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,15-10-2022 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,37.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1015,962.0,Laptop battery,Laptop battery draining,1,1,2,24-10-2022 00:45,Hardware,Hardware,raghav_it,,46.0,05-12-2022 13:29,give laptop,
1016,963.0,erp crash,erp crash,5,1,1,25-10-2022 00:45,Crash,ERP,raghav_it,,47.0,07-12-2022 01:40,,
1018,965.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,27-10-2022 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,1.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,aditya
1019,966.0,visual studio code,visual studio code licence expired,3,1,2,28-10-2022 00:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,2.0,07-12-2022 00:55,Renew license,
1020,967.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,29-10-2022 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1021,968.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,30-10-2022 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1023,970.0,outlook,outlook frozen,3,1,6,01-11-2022 00:45,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,aditya
1024,971.0,cant log in to vpn,cant log in to vpn,2,1,7,02-11-2022 00:45,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,aditya
1033,980.0,sap crashing,sap crashing ,1,1,1,11-11-2022 00:45,Crash,SAP,,,,,,
1034,981.0,sap crashing,sap crashing ,1,1,1,12-11-2022 00:45,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,16.0,15-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1035,982.0,Not able to access ERP,Not able to access ERP,1,1,1,13-11-2022 00:45,Access,ERP,,,,,,
1036,983.0,Not able to access ERP,Not able to access ERP,1,1,1,14-11-2022 00:45,Access,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,17.0,16-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1037,984.0,Sap password reset,Forgot sap password need reset,1,1,1,15-11-2022 00:45,Login,SAP,,,,,,
1038,985.0,Sap password reset,Forgot sap password need reset,1,1,1,16-11-2022 00:45,Login,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,18.0,17-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1039,986.0,Windows account locked,windows account locked need urgently,1,1,2,17-11-2022 00:45,Login,Windows,,,,,,
1040,987.0,Windows account locked,windows account locked need urgently,1,1,2,18-11-2022 00:45,Login,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,19.0,18-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1041,988.0,sap crashing,sap crashing,1,1,2,19-11-2022 00:45,Crash,SAP,,,,,,
1042,989.0,windows updated some features not working,Windows update done and now some features are not working,5,1,6,20-11-2022 00:45,Configuration,Windows,,,,07-12-2022 18:56,Windows version degraded to a lower version,aditya
1043,990.0,sap crashing,sap crashing,1,1,2,21-11-2022 00:45,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,20.0,19-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1044,991.0,Laptop battery,Laptop battery draining,1,1,2,22-11-2022 00:45,Hardware,Hardware,,,,05-12-2022 13:29,give laptop,
1046,993.0,Laptop battery,Laptop battery draining,1,1,2,24-11-2022 00:45,Hardware,Hardware,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,22.0,05-12-2022 13:29,give laptop,
1051,998.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,29-11-2022 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,aditya
1052,999.0,visual studio code,visual studio code licence expired,3,1,2,30-11-2022 00:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
1053,1000.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,01-12-2022 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1054,1001.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,02-12-2022 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1055,1002.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,03-12-2022 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1056,1003.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,04-12-2022 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1057,1004.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,05-12-2022 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1068,1015.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,16-12-2022 00:45,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1069,1016.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,17-12-2022 00:45,Login,Skype,,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1070,1017.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,18-12-2022 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1071,1018.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,19-12-2022 00:45,Configuration,Outlook,,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1072,1019.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,1,6,20-12-2022 00:45,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,
1073,1020.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,1,6,21-12-2022 00:45,Report,Engineering_tool,,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,
1074,1021.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,22-12-2022 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1075,1022.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,23-12-2022 00:45,Page_not_load,Hr_tool,,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1076,1023.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,1,4,24-12-2022 00:45,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1077,1024.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,1,4,25-12-2022 00:45,Login,Outlook,,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1089,1036.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,06-01-2023 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1090,1037.0,visual studio code,visual studio code licence expired,3,1,2,07-01-2023 00:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
1091,1038.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,08-01-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1092,1039.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,09-01-2023 00:45,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1098,1045.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,15-01-2023 00:45,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,34.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1099,1046.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,1,5,16-01-2023 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,35.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1101,1048.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,1,3,18-01-2023 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,37.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1110,1057.0,Laptop battery,Laptop battery draining,1,1,2,27-01-2023 00:45,Hardware,Hardware,raghav_it,,46.0,05-12-2022 13:29,give laptop,
1111,1058.0,erp crash,erp crash,5,1,1,28-01-2023 00:45,Crash,ERP,raghav_it,,47.0,07-12-2022 01:40,,
1113,1060.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,30-01-2023 00:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,1.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1114,1061.0,visual studio code,visual studio code licence expired,3,1,2,31-01-2023 00:45,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,2.0,07-12-2022 00:55,Renew license,
1115,1062.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,01-02-2023 00:45,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1116,1063.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,03-12-2022 11:15,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1118,1065.0,outlook,outlook frozen,3,1,6,05-12-2022 11:15,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1119,1066.0,cant log in to vpn,cant log in to vpn,2,1,7,06-12-2022 11:15,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1128,1075.0,sap crashing,sap crashing ,1,1,1,21-01-2023 11:15,Crash,SAP,,,,,,
1129,1076.0,sap crashing,sap crashing ,1,1,1,22-01-2023 11:15,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,16.0,15-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1130,1077.0,Not able to access ERP,Not able to access ERP,1,1,1,21-01-2023 11:15,Access,ERP,,,,,,
1131,1078.0,Not able to access ERP,Not able to access ERP,1,1,1,22-01-2023 11:15,Access,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,17.0,16-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1132,1079.0,Sap password reset,Forgot sap password need reset,1,1,1,21-01-2023 11:15,Login,SAP,,,,,,
1133,1080.0,Sap password reset,Forgot sap password need reset,1,1,1,22-01-2023 11:15,Login,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,18.0,17-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1134,1081.0,Windows account locked,windows account locked need urgently,1,1,2,21-01-2023 11:15,Login,Windows,,,,,,
1135,1082.0,Windows account locked,windows account locked need urgently,1,1,2,22-01-2023 11:15,Login,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,19.0,18-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1136,1083.0,sap crashing,sap crashing,1,1,2,21-01-2023 11:15,Crash,SAP,,,,,,
1137,1084.0,windows updated some features not working,Windows update done and now some features are not working,5,1,6,28-01-2023 16:23,Configuration,Windows,,,,07-12-2022 18:56,Windows version degraded to a lower version,
1138,1085.0,sap crashing,sap crashing,1,1,2,29-01-2023 16:36,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,20.0,19-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1139,1086.0,Laptop battery,Laptop battery draining,1,1,2,30-01-2023 16:49,Hardware,Hardware,,,,05-12-2022 13:29,give laptop,
1141,1088.0,Laptop battery,Laptop battery draining,1,1,2,08-01-2023 17:15,Hardware,Hardware,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,22.0,05-12-2022 13:29,give laptop,
1146,1093.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,26-12-2022 17:54,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,
1147,1094.0,visual studio code,visual studio code licence expired,3,1,2,27-12-2022 17:54,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
1148,1095.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,28-12-2022 17:54,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1149,1096.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,29-12-2022 17:54,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1150,1097.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,15-01-2023 00:00,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
1151,1098.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,16-01-2023 00:00,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1152,1099.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,17-01-2023 00:00,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
1163,1110.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,17-12-2022 06:00,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
